,titulo,data,empresa,localizacao,descricao
32,DESENVOLVEDOR(A) FULL STACK,19/05/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        • Desenvolver sistemas para ajudar a organização a alcançar a qualidade, disponibilidade e escalabilidade do software em produção;  • Atuar no suporte de sistemas e banco de dados para os problemas em ambiente de produção, com habilidades de resolução de problemas;  • Colaborar com parceiros de entrega, engenharia, qualidade, suporte, testes, banco de dados e infraestrutura para alcançar objetivos de negócio;  • Manter-se atualizado sobre novas tecnologias e mudanças nas tecnologias existentes;  • Pesquisar e implementar projetos de próxima geração, para atender aos requisitos de escala e segurança do sistema e crescimento do usuário;  • Implementar as medidas mais seguras para manter total confidencialidade e privacidade dos dados;  • Garantir que todas as políticas e controles de segurança, disponibilidade, confidencialidade e privacidade sejam respeitadas;  • Planejamento de capacidade, expansão e crescimento do volume de dados;  • Solucionar problemas de banco de dados, manter a...
    "
33,Desenvolvedor Frontend Javascript React.js,19/05/2020,Ensinio,Remoto,"
           Desenvolvedor Frontend Javascript React.js na Ensinio (BH)   
   Obs 1: Trabalho 100% remoto.  
  Obs 2: Apenas desenvolvedores de nível ""Pleno Avançado"" ou superior. Não estamos contratando desenvolvedores júniors.  
    ## Descrição da Vaga   
   Procuramos desenvolvedores especialistas no framework React.js (Javascript) para integrar o time de desenvolvimento do Frontend da Ensinio. Nossa plataforma oferece soluções de ecommerce e recursos avançados de Cursos Online e ensinio à distância, para empresas e empreendedores dos mais diversos nichos. Nós oferecemos a plataforma perfeita para quem quer ensinar e vender online, e queremos ter você nesse time!  
   Procuramos pessoas competentes e pontos fora da curva que querem crescer junto com a Ensinio. Veja se você atende a esses 5 pontos:  
   1. Tenha experiência com Frontend;  
  2. Tenha experiência com React.js;  
  3. Goste de soluções online para Educação;  
  4. Goste de fazer parte de um time que cria produtos que...
    "
34,Analista de BI,18/05/2020,Social Miner,"Remoto (São Paulo, Brazil)","
          Nos preocupamos com o que você entrega e não como você se veste. Sabe como é uma Startup, né? Pessoas criativas, ambiente dinâmico, despojado, horário flexível, pouca burocracia e formalidades...  
   Estamos procurando Analistas de BI (PL)  apaixonado(a)s para nos ajudar a acabar com o SPAM no mundo. Não é brincadeira, temos uma missão de transformar a experiência de compra das pessoas em algo muito mais humanizado e inteligente.  
   Mas com grandes poderes vêm grandes responsabilidades e para ser um super Miner vai precisar lidar com isso aqui:   
  - Minerar e analisar dados (bilhões de informações) para otimizar e melhorar o desenvolvimento do produto, técnicas de marketing e estratégias de negócios   - Processar, limpar e verificar a integridade dos dados usados em análises. 
 - Interagir com diferentes times dentro da organização.   - Apresentação de análises de uma forma clara para o time e empresa.    
  Em resumo você estará descobrindo novas possibilidades de melhorar...
    "
35,Tech Lead (Python),18/05/2020,Wyser,"São Paulo, State of São Paulo, Brazil","
          Index/Apresentação:   
 Fintech pioneira no Brasil em produtos de credito online, com um ambiente totalmente informal, ágil e diverso, busca por uma pessoa para liderar um dos principais squads da empresa, obtendo alta visibilidade, acesso a um dos ambientes tecnologicos mais complexos e robustos ja existentes e principalmente, o contato constante com diversas pessoas referencias na comunidade de Python no Brasil! 
  Bagagem em Liderança técnica de times ágeis  
  Sólida experiencia em desenvolvimento e arquitetura de aplicações web em python  
     
  Atribuições:  
 Os Tech Leads compartilham a tarefa de gestão da equipe com os Product Owners de suas esquadras, para garantirmos que Tech Leads continuem focados no direcionamento técnico e na entrega. Enquanto isto, os Product Owners ajudam a desenvolver as competências comportamentais de seus times. Ambos avaliam (e são avaliados) a cada 6 meses todos os membros da equipe. 
 - Definir soluções para atender as necessidades do...
    "
36,PROGRAMADOR FRONT-END,18/05/2020,RecrutaSimples,"Joinville - State of Santa Catarina, Brazil","
        Atuará em atividades relacionadas a programação front-end, em empresa construtora e incorporadora focada em produtos populares.   Benefícios: Vale Transporte, Almoço na empresa   Requisitos Necessários:  ·      Superior completo em ciências da computação ou área relacionadas. •	Conhecimento na NUVEM que utilizamos: Amazon Web Services (AWS) e conhecimento nas linguagens de programação Ruby e Ruby on Rails.
    "
37,Analista de TI,18/05/2020,Grupo ISG,"Brasília - Brasilia, DF, Brazil","
         A Intelit está contratando profissional para atuar com desenvolvimento de software!  
 Será responsável por: - Propor e desenvolver soluções arquiteturais; - Configurar ambientes (desenvolvimento/homologação/produção) em nuvem; - Acompanhar as soluções de automação, integrações, software customizados; 
 É preciso apresentar: -Experiência em desenvolvimento Java, JavaScript, PHP; - Experiência em demonstração de dados por meio de dashboard; - Conhecimentos em Mineração de Dados e Banco de Dados (Relacional e Não relacional);  - Conhecimentos em ANGULAR, Python, ReactJS e Node 
 É desejável: - Conhecimentos em Inteligência Artificial e ferramentas de Business Intelligence; - ElasticSearch; - ChatBot; - Framework Rasa, JSF, Spring Framework, Hibernate, GIT 
    "
38,Analista Pleno Cód.: 201749,18/05/2020,Mirante Tecnologia,"Remoto (Brasília - Brasilia, Federal District, Brazil)","
         Conhecimentos necessários:  -Java  -Spring boot -Git -oAuth2 -Azure API Management 
 Conhecimento desejável:  -Keycloak 
    "
39,Desenvolvedor Junior,18/05/2020,Mais Inteligência em Software Ltda,"Sorocaba, SP, Brazil","
           ●  Perfil:   
 Mão-na-massa 
 Pró-ativo  
 Boa comunicação  
 Flexibilidade e resiliência 
    ●  Funções do cargo:   
  Desenvolvimento C# .Net / .Net Core 
  Desenvolvimento Web  
  Desenvolvimento SQL 
  ●   Requisitos:  
 Linguagem C# (.Net Framework, ORMs) ,Conhecimento base de dados SQL (Oracle/SQLServer), SCM Git, Inglês básico e Disponibilidade para viagem. 
   ●  Diferenciais:   
 Espanhol, conhecimento em processos logísticos, Javascript, css e frameworks (angularJs, bootstrap, etc). Experiência com conceitos SOLID, MVC, DDD, TDD e dependency injection.  Experiência em integração entre sistemas/webservices (REST/SOAP/TCP). Windows services e Containers. 
   ● Atuação:   Sorocaba/Sp 
   ● Salário:   A combinar  
   ● Benefícios:   Vale Transporte, Vale Refeição, Assistência Médica e Assistência Odontológica. 
   ● Horário:   De Seg. a Sexta das 09hs às 18hs 
   ● Contratação:   CLT 
      
  
    "
40,DESENVOLVEDOR DE APLICAÇÕES WEB ANGULAR,18/05/2020,Mooven Consulting,"São Paulo, State of São Paulo, Brazil","
          Como será sua jornada:  
 Integrar-se ao time do portal interno, destinado ao time de atendimento e que está em um processo de evolução e incorporação de funcionalidades. 
  
  O que esperamos de você:  
  Conhecimento em Desenvolvimento de aplicações WEB em linguagem angular 
 Proatividade na resolução de problemas 
 Senso de responsabilidade 
 Automotivação e engajamento  
   
  
  O que você pode esperar da Mooven:  
 • Ótimo salário e benefícios da melhor qualidade 
 • Respeito, confiança e empatia em cada relacionamento 
 • Espaço para crescer, gerar oportunidade e ser muito bem recompensado por isso 
 • Mindset ágil para os melhores resultados 
 • Excelência em tudo o que fazemos 
 • Suporte técnico e operacional para o seu dia a dia 
    "
41,DESENVOLVEDOR BACK-END .NET,18/05/2020,Mooven Consulting,"São Paulo, Brazil","
          O que esperamos de você:  
 • Experiência em SOLID, Design Patterns, arquitetura Hexagonal/Clean, SQL Server/Oracle, banco de dados NoSQL, modelagem de microservices, arquitetura distribuída/event-driven, Domain Driven Design, conceitos DevOps, testes de unidade/integrados/performance e Azure (Service Bus, DocumentDB, Service Fabric, etc.) 
 • Experiência em Agile (Scrum e Kanban) 
 • Desejável conhecimento em Cloud Native Patterns (Circuit Breaker, CQRS, Feature Flag, Event Sourcing, Healthcheck, Anti Corruption Layer, BFF) e Modelo de Atores / Reativo (Akka .NET) 
    "
42,Arquiteto de Soluções,18/05/2020,Mooven Consulting,"São Paulo, Brazil","
          Como será seu dia a dia:  
 ·        Aporte de conhecimento para as Squads 
 ·        Condução dos DOJOS 
 ·        Apoio aos times em dúvidas e orientações técnicas 
 ·        Monitoramento e reporte de indicadores 
  O que esperamos de você:  
 ·        Desenvolvimento de software em baixa plataforma 
 ·        Experiência em arquitetura assíncrona (Kafka, Fila MQ), Cloud Computing (AWS) 
 ·        Conhecimento em arquitetura orientada a micros serviços, REST, API 
 ·        Experiência em Agile (Scrum e Kanban) 
 ·        Desejável conhecimento em automação de testes 
  
  O que você pode esperar da Mooven:  
 ·        Respeito, confiança e empatia em cada relacionamento 
 ·        Espaço para crescer, gerar oportunidade e ser muito bem recompensado por isso 
 ·        Mindset ágil para os melhores resultados 
 ·        Excelência em tudo o que fazemos 
 ·        Suporte técnico e operacional para o seu dia a dia 
    "
43,Arquiteto de Aplicação Nível Sênior – Alphaville/SP,18/05/2020,HrSoul Hunting Relationship,"Alphaville Industrial, Barueri - State of São Paulo, Brazil","
         Sólida experiência com Agile, DevOps, TOGAF, Cloud, Containers, Design Partners, JAVA, APIs, e C#;  Graduação em TI ou áreas correlatas;  Contratação CLT Full + Benefícios; Imprescindível disponibilidade para atuação em Alphaville/SP. 
    "
44,DevOps Engineer (Remoto),15/05/2020,Platform Builders,"Remoto (São Paulo, State of São Paulo, Brazil)","
          Parece que foi ontem que criamos e vivemos nossa cultura juntos. Não buscamos preservar nossa cultura, mas sim melhorá-la. Cada pessoa que se junta a nós ajuda a moldar, e evoluir trazendo uma nova visão.   Empreendedores Anônimos: chegou a sua hora. Hora de fazer a diferença, de fazer parte do nosso movimento e do time de DevOps!   
  Por aqui, valorizamos a aquisição de novas pessoas para nossa comunidade, se você gosta de desafios chegou sua hora de fazer parte disso, afinal precisamos de práticas cada vez mais assertivas e otimizadas, por isso, fazemos questão de ter você aqui conosco, com fome de conhecimento para aprender e ensinar muito todos os dias.  
   #SejaBuilder   
  
   Tecnologias que vão gerar valor nos projetos:   
   Cloud: GCP ou AWS  
  Orquestrador de containers: Kubernetes,  
  Message Queue: RabbitMQ, Kafka  
  Cache: Redis  
  Data: MongoDB, Elasticsearch  
  API Gateway: Kong  
  Logs/Monitoring: Splunk, Prometheus  
   
   O que te aproxima de ser um (a)...
    "
45,ANALISTA DE DESENVOLVIMENTO MOBILE (FLUTTER/DART),15/05/2020,HST CARD TECHNOLOGY,"Campinas, State of São Paulo, Brazil","
         A HST Card Technology – Desenvolvimento de Sistemas Ltda é uma empresa de TI com mais de 33 anos de mercado, especializada em software para meios de pagamento. Nossas soluções estão presentes em instituições financeiras e varejistas por toda a América Latina. 
 Se você é uma pessoa  proativa ,  responsável ,  comprometida , que busca  sempre  se  atualizar  e gosta de trabalhar em  equipe .  Venha  fazer parte do nosso time! 
 Buscamos por uma pessoa curiosa, investigativa, que gosta de estudar, assumir grandes desafios e solucionar problemas complexos. 
   
  Você será responsável por:  
  Colaborar no design e desenvolvimento de aplicações mobile Flutter/Dart para instituições financeiras, bancos digitais e fintechs, criando as melhores soluções para nossos clientes; 
 Apoiar o time de suporte/produtos, sanar dúvidas técnicas e corrigir bugs de produção; 
 Atuar em Squads ágeis; 
 Atuar desde a concepção, construção, deploy e monitoração. 
    
  Para participar, você precisa...
    "
